"","pptnum","Title","Artist","memoryage","type","vivid","memvalence","memenergy","unique","important","social","emo","emoextra","corresponding","specific","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","key_name","mode_name","key_mode","Age"
"1",1,"Izzo (H.O.V.A.)","Jay-Z",6,2,7,5,5,5,5,2,"2,4,17,19,23,24,38","",0,1,0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411,"4h5KBcltGefua73AUPYps7","C#","minor","C# minor",28
"2",2,"Wake Me Up Before You Go-Go","Wham!",13.5,3,5,5,5,4,5,5,"8,19,23,24,27,38","Fun",1,0,0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,"0ikz6tENMONtK6qGkOrU3c","C","major","C major",49
"3",3,"Moondance - 2013 Remaster","Van Morrison",19,3,7,5,5,2,5,5,"3,10,19,24,25,26","",0,0,0.606,0.282,9,-12.207,0,0.0339,0.501,8.3e-06,0.152,0.563,67.409,"683b4ikwa62JevCjwrmfg6","A","minor","A minor",55
"5",5,"Pump It Up","Elvis Costello",16,3,5,4,5,4,4,4,"4,19,26,34","",0,0,0.643,0.794,11,-7.07,1,0.0375,0.0104,0.000258,0.107,0.968,139.001,"6d3cG1bgqEmEAOPsKcokLE","B","major","B major",55
"6",6,"Iris","Goo Goo Dolls",13,3,6,5,4,4,3,4,"2,6,7,8,19,20,25,32,34","",0,0,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,"6Qyc6fS4DsZjB2mRW9DsQs","B","minor","B minor",33
"7",7,"Vellai Pura Ondru (Solo)","Artist: K. J. Yesudas Movie: Pudhu Kavithai (Tamil) ",8,3,6,5,5,5,5,4,"3,10,25","Fondness towards parents",1,0,0.579,0.442,0,-9.556,1,0.0296,0.883,0,0.186,0.613,115.598,"5rNkU0zjV42DkyL4HdWX8W","C","major","C major",43
"8",8,"Running Up That Hill (A Deal With God)","Kate bush",24,2,6,5,1,2,2,4,"3,10","",1,1,0.629,0.545,10,-13.123,0,0.0546,0.719,0.00308,0.0604,0.194,108.376,"1PtQJZVZIdWIYdARpZRDFO","A#","minor","A# minor",24
"9",9,"You Send Me","Sam Cooke",23.5,4,6,5,3,4,4,3,"1,2,7,10,12,17,19,24,25,32,34,35","love, appreciation, serenity, mutual affection, empathy, trust, understanding",0,0,0.553,0.291,4,-10.426,0,0.0301,0.878,0,0.129,0.407,96.217,"0BFEyqJ9DJXS7gKg0Kj46R","E","minor","E minor",25
"10",10,"Summer Nights - From “Grease”","John Travolta and Olivia Newton-John",10.5,2,5,5,5,3,1,1,"19,24,32","Content",0,1,0.747,0.663,2,-9.415,1,0.0545,0.62,5.24e-05,0.0861,0.606,124.336,"2AVkArcfALVk2X8sfPRzya","D","major","D major",56
"11",11,"The Ash Grove","traditional Welsh",15.5,3,7,5,1,4,5,5,"3,10,24,25","happiness, belonging, comfort, ",0,0,0.278,0.21,10,-10.137,1,0.0392,0.967,0,0.0867,0.194,99.924,"1FepLDpvY7aLrWP2fCKnol","A#","major","A# major",55
"12",12,"It's All Coming Back to Me Now","Celine Dion -",12,3,5,4,3,4,4,4,"2,25","",0,0,0.384,0.438,0,-9.149,1,0.0362,0.753,0,0.101,0.287,87.903,"5EQzuYfTZt7B2LqlvTF49l","C","major","C major",37
"13",13,"Jika Sempat","Hujan",22,2,6,5,5,4,4,3,"3,10,19,23,24,25,32","",1,1,0.428,0.52,4,-5.077,1,0.0292,0.243,1.68e-05,0.167,0.209,78.129,"5Z1v6yFftZJ5tRDrQKWsje","E","major","E major",26
"14",14,"Closing Time","Semisonic",16,2,6,5,5,4,4,4,"13,24,25","",1,1,0.478,0.854,7,-5.454,1,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,"1A5V1sxyCLpKJezp75tUXn","G","major","G major",28
"15",15,"Starships","Nicki Minaj",10,2,7,4,5,5,1,5,"4,19,24","",1,1,0.747,0.716,11,-2.457,0,0.075,0.135,0,0.251,0.751,125.008,"1oHNvJVbFkexQc0BpQp7Y4","B","minor","B minor",22
"16",16,"Use Somebody","Kings of Leon",19,2,5,5,5,4,4,5,"2,19,24,25,33","",1,1,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,"5VGlqQANWDKJFl0MBG3sg2","C","major","C major",33
"17",18,"Just the Girl","The Click Five",7.5,2,4,2,2,1,3,2,"3,6,14,23,33","",1,1,0.571,0.89,9,-1.6,1,0.0395,0.00509,0,0.0769,0.751,110.958,"1JURww012QnWAw0zZXi6Aa","A","major","A major",26
"18",19,"Miss You","Trentemøller",18,3,6,4,5,3,5,5,"2,10,19,24,25,32,33,34","Content, Happiness",1,0,0.542,0.16,7,-21.672,0,0.0365,0.946,0.928,0.263,0.198,126.921,"4WTmtPRtIpjzgwBbQsMYyo","G","minor","G minor",30
"19",20,"Pulsewidth","Aphex Twin",19,2,3,4,3,3,2,3,"10,24,25,27,34","",0,1,0.765,0.486,1,-14.671,1,0.0724,0.42,0.876,0.332,0.303,119.319,"643gyipSU7dkmrFhJ8UAIm","C#","major","C# major",28
"20",21,"Come Healing","Leonard Cohen",26,3,7,4,5,3,5,3,"1,2,3,6,7,10,11,13,14,16,17,20,21,22,23,24,25,26,33,37","heartbreak, sorrow, hope",1,0,0.36,0.188,5,-13.501,1,0.0366,0.893,0,0.11,0.171,101.722,"0CzfRFgFqhDMNQjUm6mFPH","F","major","F major",30
"21",22,"Take a Chance on Me","JLS",14,2,7,5,3,5,4,4,"1,24,36","",0,1,0.512,0.882,0,-4.894,0,0.0551,0.0506,0,0.149,0.551,179.938,"7ko4zAXLJn6NQPHpz9VYEM","C","minor","C minor",24
"22",23,"Paranoid Android","Radiohead",20,2,6,4,4,3,3,3,"2,10,19,23,24","",1,1,0.251,0.848,5,-6.501,1,0.0579,0.0377,0.00591,0.0545,0.207,163.709,"6LgJvl0Xdtc73RJ1mmpotq","F","major","F major",33
"23",24,"January","Pilot",16,3,5,3,3,4,2,4,"6,8,14,19,20,25,33","",0,0,0.664,0.807,5,-5.684,1,0.0396,0.157,0,0.0788,0.917,125.295,"37ncw2kChEJzbmmKMzGAoE","F","major","F major",60
"24",25,"Yellow","Coldplay",16.5,2,6,5,5,5,3,5,"1,3,7,17,19,23,24,34","love",1,1,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,"3AJwUDP919kvQ9QcozQPxg","B","major","B major",38
"25",26,"Strawberry Swing","Coldplay",15,3,6,4,2,2,3,2,"2,6,10,25,27,32,33","",1,0,0.378,0.663,1,-10.476,1,0.0458,0.00722,0.797,0.191,0.428,173.136,"2dphvmoLEXdk8hOYxmHlI3","C#","major","C# major",23
"26",27,"Ride of the Valkyries","not sure",9,3,6,5,4,2,3,3,"4","",1,0,0.234,0.227,11,-18.535,1,0.0373,0.944,0.869,0.0854,0.0703,101.636,"2A7qdr3UNP9Pxjcxa5Jj53","B","major","B major",37
"27",28,"Bicycle Race","Queen",12,3,6,5,5,4,4,4,"19,25,34","",1,0,0.385,0.555,10,-10.694,0,0.105,0.0624,0,0.0298,0.69,168.164,"5rQKjP9forn7JVuiZBj6eZ","A#","minor","A# minor",42
"28",29,"Losing My Religion","rem",12,2,6,4,4,3,4,4,"19,23,24","",0,1,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,"31AOj9sFz2gM0O3hMARRBx","A","minor","A minor",40
"29",30,"You Make Me Feel So Young","Frank sinatra",29,2,7,5,5,5,5,4,"1,2,7,10,17,19,24,32","",1,1,0.582,0.323,9,-8.983,1,0.038,0.689,0,0.333,0.568,124.819,"6N1amIkGGddramWRDrP3Nm","A","major","A major",30
"30",31,"Rocket Man (I Think It's Going To Be A Long, Long Time)","Elton John",35,2,5,5,5,2,4,5,"4,19,24,25","",1,1,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,"3gdewACMIVMEWVbyb8O9sY","A#","major","A# major",44
"31",32,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack","Aerosmith",32,2,7,5,5,5,5,5,"2,17,24,32","",1,1,0.383,0.662,2,-5.162,1,0.0333,0.165,0,0.248,0.138,121.154,"225xvV8r1yKMHErSWivnow","D","major","D major",48
"32",33,"a thousand years","Christina Perri",22,2,6,5,1,4,5,3,"2,10,24","",1,1,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,"6lanRgr6wXibZr8KgzXxBl","A#","major","A# major",36
"33",34,"Lost on You","LP",29,4,6,5,4,4,4,4,"10,19,32,34","",0,0,0.433,0.724,5,-6.126,0,0.0372,0.1,0,0.0918,0.689,174.006,"2LIh4uzqq9cXMPzzmcToHl","F","minor","F minor",35
"34",35,"I'm Just a Kid","Simple Plan",18,2,6,5,5,3,5,5,"19,24,25,34","happiness ",1,1,0.527,0.834,1,-5.531,1,0.0447,0.00107,0.000102,0.0993,0.422,110.065,"6otiaV2fagE3s8IvP6WkwG","C#","major","C# major",37
"35",36,"Born in the U.S.A.","Bruce Springsteen",24,3,4,5,3,4,3,4,"32","",1,0,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,"0dOg1ySSI7NkpAe89Zo0b9","E","major","E major",62
"36",37,"Ticket To Ride - Remastered 2009","The Beatles",8,2,6,5,4,5,5,3,"2,4,10,19,23,24,25,34,36","No",0,1,0.519,0.85,9,-6.777,1,0.0678,0.0457,0,0.233,0.749,123.419,"7CZiDzGVjUssMSOXrDNYHL","A","major","A major",39
"37",38,"Fake Plastic Trees","radiohead",34,3,5,4,4,4,5,2,"7,10,24,27","n/a",1,0,0.463,0.229,2,-12.592,1,0.0297,0.167,0.0997,0.202,0.135,73.543,"73CKjW3vsUXRpy3NnX4H7F","D","major","D major",35
"38",39,"Love Will Keep Us Together","Captain and tenille",3,2,7,5,5,5,5,5,"1,19,24,34","",0,1,0.621,0.788,4,-4.326,1,0.0314,0.354,0,0.305,0.926,129.62,"4pCNJwixy2ImFncaPY2yE2","E","major","E major",51
"39",40,"Making Your Mind Up","Bucksfizz",4,3,6,5,5,2,4,4,"2,4,24,25","",1,0,0.64,0.834,2,-9.413,1,0.0534,0.278,0,0.0459,0.971,173.565,"0Azn2vpP3Sbs8qAG8e1KUc","D","major","D major",45
"40",41,"Touch Me In The Morning","Diana Ross",19,2,7,2,3,5,5,3,"25,32,33","Longing Hurt",0,1,0.355,0.615,6,-7.21,1,0.0314,0.454,0,0.0477,0.603,137.19,"4sIkDCqNjTubfb5UVs8lEA","F#","major","F# major",56
"41",43,"I Want to Know What Love Is - 1999 Remaster","Foreigner",15,2,5,5,4,4,4,1,"4,7,17,24","",1,1,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,"1JLn8RhQzHz3qDqsChcmBl","F#","major","F# major",53
"42",44,"Breaking the Habit","Linkin Park",13,3,5,4,2,3,2,3,"10,19,23,25","",1,0,0.579,0.849,4,-5.218,0,0.0303,0.108,0,0.0909,0.581,100.021,"4HcDu9IGRCvSTJE4yW5Ugv","E","minor","E minor",33
"43",45,"Sugar, We're Goin Down","Fall Out Boy",16,4,7,5,5,3,5,5,"4,7,8,10,12,19,23,25","",0,0,0.494,0.842,7,-4.784,1,0.0843,0.00579,0,0.122,0.574,162.011,"2TfSHkHiFO4gRztVIkggkE","G","major","G major",28
"44",46,"Yesterday Once More","The Carpenters",4,4,4,5,5,2,2,2,"19,23","happy ",1,0,0.254,0.38,4,-13.806,1,0.0337,0.672,0,0.379,0.408,168.496,"3wM6RTAnF7IQpMFd7b9ZcL","E","major","E major",40
"47",49,"Tondo","Disclosure",25,2,7,5,5,4,3,5,"2,3,19","",1,1,0.675,0.92,0,-7.153,0,0.0539,0.0126,0.117,0.329,0.842,132.001,"0csz09qS2n8Jo7LogHKu7j","C","minor","C minor",27
"48",50,"The Final Countdown","Europe",6,3,4,4,4,5,5,4,"19,27,34","",1,0,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,"3MrRksHupTVEQ7YbA0FsZK","F#","minor","F# minor",41
"49",51,"Triumph","J Hus",29,3,6,5,5,5,3,1,"10,23,24,25,27,34","",0,0,0.704,0.662,2,-5.926,0,0.215,0.0725,0,0.105,0.712,94.063,"75NPgaRFGvx1UFteD7yNZ6","D","minor","D minor",33
"50",52,"Fix You","Coldplay",18,2,6,4,2,4,2,4,"7,17,19,25","",1,1,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,"7LVHVU3tWfcxj5aiPFEW4Q","D#","major","D# major",36
"51",53,"Music Sounds Better With You","Stardust",6,3,5,5,4,3,4,4,"24,25","fun",1,0,0.735,0.72,1,-7.04,1,0.336,0.00105,0.15,0.382,0.364,124.174,"303ccTay2FiDTZ9fZ2AdBt","C#","major","C# major",31
"52",54,"Superheroes","the script",17,2,5,1,1,5,3,3,"16,22,33,37","",0,1,0.49,0.885,3,-4.121,1,0.0396,0.00218,0,0.0741,0.64,166.996,"37sINbJZcFdHFAsVNsPq1i","D#","major","D# major",24
"53",55,"Follow Me - Club Mix","Aly us",21,3,6,5,5,2,4,5,"24,25,34","",1,0,0.752,0.803,8,-6.223,1,0.0283,0.00249,0.0261,0.042,0.571,120.151,"547iG5F16pTdim4XlMlGEU","G#","major","G# major",30
"54",57,"Children","Robert Miles",14,2,5,5,5,3,3,4,"1,10,17,19,23,34","",1,1,0.604,0.755,0,-10.761,1,0.0337,0.000298,0.817,0.0625,0.387,137.064,"4wtR6HB3XekEengMX17cpc","C","major","C major",26
"55",58,"Unfinished Sympathy","Massive Attack",26,2,6,4,5,4,4,4,"24,25,34","",1,1,0.595,0.715,7,-12.393,1,0.0303,0.025,0.182,0.192,0.709,114.408,"28jaG0nLqlijtHGQzZqGWK","G","major","G major",47
"56",59,"January, February","Barbara Dickson",4.5,3,4,5,4,3,4,4,"10,24,25","happiness, contentment, security",0,0,0.55,0.601,5,-11.861,1,0.0278,0.073,0,0.259,0.523,142.187,"2G4jBnUa3GPuZGHUTJDYuC","F","major","F major",47
"57",60,"ruiner","nothing,nowhere.",23,3,6,1,1,3,5,3,"14,33,36","None",1,0,0.704,0.717,2,-6.487,1,0.241,0.0789,0,0.0844,0.613,89.989,"37kUBS2jtaBybwQlHbdw4w","D","major","D major",27
"58",61,"Lovesong","The Cure",27,3,7,5,5,5,5,3,"25,32,33","",1,0,0.586,0.868,9,-4.302,0,0.0297,0.347,0.316,0.174,0.736,139.943,"7K71priwuwcWwbgfHVQJdq","A","minor","A minor",39
"59",62,"Count To Six And Die (The Vacuum Of Infinite Space Encompassing)","Marilyn Manson",20,2,7,1,3,4,3,1,"5,14,20,21,22,33","Pain, despair",1,1,0.459,0.391,4,-13.007,1,0.136,0.748,0.00483,0.0885,0.447,76.206,"5oJIfAfcjLqTFDNOO3IYa4","E","major","E major",39
"60",63,"Mr. Brightside","The Killers",18,2,5,5,5,4,3,4,"7,17,19,24,34","",1,1,0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,"003vvx7Niy0yvhvHt4a68B","C#","major","C# major",34
"61",64,"Walk Like an Egyptian","bangles",9,3,7,5,5,4,5,5,"24,25","",1,0,0.724,0.891,11,-7.818,1,0.0995,0.00344,4.72e-05,0.3,0.818,103.022,"1Jwc3ODLQxtbnS8M9TflSP","B","major","B major",44
"62",65,"Tonight (I'm Lovin' You)","Enrique Iglesias",24,3,7,5,5,2,5,4,"4,19,23,24,25","",1,0,0.651,0.884,0,-3.986,0,0.0533,0.0242,5.36e-06,0.202,0.285,125.941,"79R98MwYRcQZdAzjjzUbiX","C","minor","C minor",36
"64",68,"Shine","Take That",33.5,3,7,1,4,5,5,1,"5,6,11,12,14,15,20,21,22,38","",0,0,0.581,0.852,8,-3.4,1,0.0372,0.0312,0,0.103,0.765,90.01,"0HymmN4yq935nqPLMjKNit","G#","major","G# major",49
"65",69,"What's New Pussycat?","Tom Jones",27,2,5,1,3,4,5,2,"2,5,6,11,16,20,21,22,33,37","",1,1,0.392,0.453,2,-13.297,1,0.171,0.752,0,0.115,0.574,183.92,"4HjwGX3pJKJTeOSDpT6GCo","D","major","D major",36
"66",70,"Hey Jude - Remastered 2015","The Beatles",14.83,2,7,5,5,5,5,1,"1,7,19,24,34","Happiness",0,1,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,"0aym2LBJBk9DAYuHHutrIl","A#","major","A# major",69
"67",71,"Coffee","Sylvan Esso",18,3,5,5,4,5,5,5,"10,19,27","",1,0,0.455,0.456,0,-8.182,1,0.17,0.326,0.0014,0.0958,0.187,100.01,"30GGIrrJdSNtecPiFcVP5O","C","major","C major",27
"69",73,"(They Long To Be) Close To You","The Carpenters",15,3,7,5,5,4,5,4,"1,10,19,24,25,32,34,35","",1,0,0.528,0.233,8,-15.362,1,0.0346,0.726,0.000108,0.122,0.208,89.044,"2kyVQg00pphEufGT59M2XH","G#","major","G# major",68
"70",74,"Smoke on the Water","deep purple",20,3,5,5,4,4,3,5,"1,19,24","",0,0,0.616,0.612,0,-11.084,1,0.0275,0.169,0.434,0.101,0.897,114.558,"0XHWClSz0v6RIaRSGqJH3X","C","major","C major",52
"71",75,"Bang A Gong (Get It On) (Electric Version)","T Rex",15,3,6,4,4,3,3,4,"1,2,6,13,17,23,24,32,35","General happiness",0,0,0.788,0.748,9,-6.907,1,0.0306,0.451,0.00408,0.104,0.845,121.047,"0tK1Ya57nOsgD0nGndjpdI","A","major","A major",66
"72",76,"Oops Up Side Your Head - 12"" Single Version","Gap Band",21,2,5,5,4,5,4,5,"4,24,25","endearment",1,1,0.71,0.643,2,-10.36,1,0.115,0.197,6.1e-05,0.202,0.732,103.514,"76jBriPAnOJzGBsrcZ0ihl","D","major","D major",57
"73",77,"Liar - Remastered 2011","Queen",15,3,7,5,5,5,5,3,"1,2,13,19,24,32,35","",0,0,0.217,0.784,2,-7.202,1,0.153,0.00252,0.0775,0.195,0.27,79.181,"6hPAoJvuIsgPlxnoZnjPRk","D","major","D major",63
"74",79,"Sweet Child O' Mine","guns and roses",20,3,6,5,4,4,3,4,"25","na",0,0,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,"7snQQk1zcKl8gZ92AnueZW","F#","major","F# major",51
"75",80,"Sealed With A Kiss","Brian Hyland",14,2,6,5,4,4,4,5,"3,4,17,19,24","",0,1,0.449,0.362,5,-10.38,0,0.0279,0.743,0,0.132,0.6,90.822,"6oM4ryXpuZmbFfBv2sEe7v","F","minor","F minor",61
"76",81,"Yesterday Once More","The Carpenters",10,3,7,5,5,1,5,5,"10,25,33","melancholy",1,0,0.254,0.38,4,-13.806,1,0.0337,0.672,0,0.379,0.408,168.496,"3wM6RTAnF7IQpMFd7b9ZcL","E","major","E major",62
"77",82,"First Time Ever I Saw Your Face with Jools Holland Orchestra - Decade In The Sun Version","Stereophonics",49,2,7,5,4,5,5,5,"2,19,24,26,32","Love",0,1,0.21,0.514,5,-5.327,1,0.0345,0.407,0.000129,0.407,0.188,127.686,"0Y47c44Q2obgrXd30RiLbU","F","major","F major",63
"79",84,"We Are The Champions - Remastered 2011","Queen",42,2,5,5,5,4,4,3,"19,24,26,27,34,38","Euphoric",0,1,0.268,0.459,10,-6.94,1,0.0346,0.378,0,0.118,0.175,64.177,"1lCRw5FEZ1gPDNPzy1K4zW","A#","major","A# major",63
"80",86,"Puppet On A String","Sandy shaw",6,2,4,5,5,4,3,5,"4,19,24","",0,1,0.724,0.606,0,-9.015,1,0.0497,0.405,0,0.054,0.956,124.412,"7f5w4aiYgVZrp9w4bNaBLu","C","major","C major",62
"81",87,"Suburbia","Pet Shop Boys",17.5,3,6,5,4,3,3,5,"4,19,23,25,32","",1,0,0.53,0.873,0,-10.572,1,0.0433,0.0403,0.000118,0.119,0.456,126.16,"3F4JxbEkur9ZXAtQ5GFVXB","C","major","C major",54
"82",88,"Every Little Thing She Does Is Magic","The police",15,2,6,5,4,2,4,4,"2,8,13,24,32,35","",1,1,0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,"44aTAUBF0g6sMkMNE8I5kd","D","major","D major",59
"83",89,"High","LIGHTHOUSE FAMILY",25,3,7,5,3,3,2,3,"25,33","",1,0,0.662,0.628,10,-8.502,1,0.0251,0.108,0.0776,0.128,0.588,102.319,"0AQHfKjzky28rf5ytfBANJ","A#","major","A# major",51
"84",90,"Love Don't Live Here Anymore","Rose Royce",5,4,6,4,2,2,3,2,"8,25","",0,0,0.529,0.262,11,-19.546,0,0.0698,0.834,0.00078,0.107,0.648,83.046,"3pVsGhUEBZKFtn0n8zjS0H","B","minor","B minor",50
"87",94,"Bohemian Rhapsody","Queen",14,2,6,4,4,3,4,4,"4,24,25","Friendship and bonding, sharing something that made us both laugh because of the unusual lyrics in the song.",0,1,0.39,0.397,0,-9.963,0,0.0513,0.287,0,0.207,0.246,144.031,"3z8h0TU7ReDPLIbEnYhWZb","C","minor","C minor",61
"88",95,"When Smokey Sings","ABC",16,2,7,5,5,2,4,4,"4,24,25","freedom",0,1,0.732,0.765,5,-8.75,1,0.0287,0.0505,0.0798,0.169,0.876,126.186,"4EEI0LQLYddKqvQ3dfc3WR","F","major","F major",52
"89",96,"I'm Not In Love","10cc",15,3,5,5,5,5,4,5,"21,25,33","",0,0,0.404,0.523,4,-15.7,1,0.0575,0.685,0.000498,0.282,0.164,133.738,"5HQEmiV2lKnSO6qa2fsR7x","E","major","E major",63
"90",97,"Ghost Town","The Specials ",8.5,3,6,2,4,5,5,3,"11,20,23,33","",0,0,0.664,0.765,10,-9.454,0,0.0507,0.0493,0.333,0.113,0.907,73.676,"6ewN9MaFbi78oDLT9wYDgn","A#","minor","A# minor",51
"91",98,"Return to Sender","Elvis Presley",13,2,6,5,4,4,3,4,"19,23,24,25,26,34","",0,1,0.838,0.616,8,-6.502,1,0.0433,0.575,0,0.0785,0.971,131.719,"2cdzutoqFK6sfW6exi7oXh","G#","major","G# major",73
"92",99,"We Are The Champions - Remastered 2011","Queen",12,3,6,3,5,4,3,2,"19","",0,0,0.268,0.459,10,-6.94,1,0.0346,0.378,0,0.118,0.175,64.177,"1lCRw5FEZ1gPDNPzy1K4zW","A#","major","A# major",58
"93",101,"Fields Of Fire","BIG COUNTRY",14,2,7,5,5,4,5,5,"6,7,13,17,19,23,24,25,38","",1,1,0.592,0.907,5,-8.87,1,0.0584,0.00111,0.0862,0.0954,0.613,123.815,"7f7bSSvBqxn6WAHTRZMWHB","F","major","F major",53
"94",102,"The Story of the Blues [Part One]","Mighty Wah!",13,3,6,2,3,4,4,2,"5,25","",0,0,0.501,0.851,6,-7.903,1,0.0727,0.0517,0,0.0784,0.342,108.373,"7eCsInsUbqdlqHsvm4bLq7","F#","major","F# major",46
"95",103,"Bridge Over Troubled Water","simon and garfunkel",8,3,6,4,4,4,5,4,"2,25,33","loss of important person, grief ",0,0,0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764,"6l8EbYRtQMgKOyc1gcDHF9","D#","major","D# major",50
"96",104,"Wannabe","The Spice Girls",13,3,6,5,4,3,4,3,"2,3,4,7,17,19","",1,0,0.768,0.864,11,-6.145,1,0.0324,0.101,0,0.162,0.891,110.008,"1Je1IMUlBXcx1Fz0WE7oPT","B","major","B major",40
"97",105,"Last Christmas","Wham",5,3,6,4,3,4,3,3,"19,23,24,25","",1,0,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,"2FRnf9qhLbvw8fu4IBXx78","D","major","D major",44
"98",108,"All My Life","kc & jojo",25,2,5,5,5,5,5,3,"2,10,24,32,36","",0,1,0.629,0.511,1,-8.651,1,0.0326,0.114,3.91e-06,0.0588,0.181,128.038,"5GorFaKkP2mLREQvhSblIg","C#","major","C# major",41
"99",109,"Thank You","Dido",28,2,6,5,4,5,5,5,"2,19,25,32","",1,1,0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,"3yUcJwYu7fXAfqMj9krY6l","C#","minor","C# minor",50
"100",110,"Maneater","Nelly Furtado",25,3,5,5,4,3,5,5,"4,19,24,34","",1,0,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722,"4wH4dJgrsxONID6KS2tDQM","F#","major","F# major",40
"101",111,"Liebestraum","Liszt",14,4,6,5,4,4,4,4,"10,24,25","",1,0,0.365,0.151,8,-15.769,1,0.0316,0.991,0.898,0.102,0.0391,94.982,"3Nd9wTStUxHHBWkbrENCVL","G#","major","G# major",48
"102",112,"Never Alone","Sean Keane",44,2,7,4,2,5,5,2,"10,16,25,33","grief",0,1,0.516,0.29,4,-10.158,1,0.0256,0.914,0,0.0872,0.278,81.095,"0bDGjftBZiiPGWHPCGLOqz","E","major","E major",48
"103",113,"Yesterday Once More","The Carpenters",14,3,4,4,4,3,3,3,"1,2,4,13,18,19,23,24,32,34,37","",1,0,0.254,0.38,4,-13.806,1,0.0337,0.672,0,0.379,0.408,168.496,"3wM6RTAnF7IQpMFd7b9ZcL","E","major","E major",46
"104",114,"Welcome To The Machine - 2011 Remaster","Pink Floyd ",3.5,2,7,5,5,4,5,1,"2,3,7,16,17,19,24,25,26","",0,1,0.384,0.264,0,-16.275,1,0.0382,0.453,0.0639,0.0599,0.0355,133.424,"0i8ztWwkzwBJxviDMqYdMA","C","major","C major",31
"105",115,"Sweet Dreams (Are Made of This) - Remastered","Eurythmics, Annie Lennox",23,2,5,5,5,1,3,5,"19,24,25","",0,1,0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,"1TfqLAPs4K3s2rJMoCokcS","C","minor","C minor",63
"106",116,"House of the Rising Sun","Animals ",13,2,7,5,5,1,5,4,"26","",1,1,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,"4mn2kNTqiGLwaUR8JdhJ1l","A","minor","A minor",73
"107",117,"Don't Leave Me This Way (with Sarah Jane Morris)","The Communards",25,3,7,5,5,4,4,5,"4,19,23,24,25","",0,0,0.64,0.926,3,-5.597,1,0.0322,0.135,2.04e-06,0.134,0.901,131.997,"0ire4j2mcGovF5JA1D2cTp","D#","major","D# major",61
"108",118,"DARE","gorillaz",13,2,6,5,3,2,3,4,"4,19,24,25","",1,1,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,"4Hff1IjRbLGeLgFgxvHflk","B","minor","B minor",20
"109",119,"Le vent nous portera","Noir Desir",5,4,3,4,2,2,5,2,"3,7,10,17,25,33","melacnholy",0,0,0.672,0.721,4,-9.655,0,0.0621,0.738,0.0389,0.122,0.798,105.225,"2g4oQ1siRRrg8yAkQLVx0c","E","minor","E minor",27
"110",120,"The Man Who Sold The World - Live","Nirvana",7.5,4,5,5,3,4,4,2,"4,10,25","safe, loved, content",0,0,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,"15VRO9CQwMpbqUYA7e6Hwg","C#","minor","C# minor",35
"111",121,"City Of Stars (Humming)","Justin Hurwitz ",16,2,7,5,1,4,5,4,"10,24","Love",1,1,0.564,0.0136,4,-24.79,0,0.0349,0.975,0.0168,0.111,0.397,93.205,"3gbwtdRrtD05lz08DTxfFt","E","minor","E minor",19
"112",123,"Baker Street","Gerry Rafferty",6.5,2,3,5,5,3,1,2,"19,24,25","",0,1,0.497,0.349,7,-14,1,0.0297,0.0929,0.028,0.259,0.421,113.762,"5gOd6zDC8vhlYjqbQdJVWP","G","major","G major",51
