"","pptnum","Title","Artist","memoryage","type","vivid","memvalence","memenergy","unique","important","social","emo","emoextra","corresponding","specific","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","key_name","mode_name","key_mode","Age"
"771",118,"Call Me Maybe","Carly Rae Jepsen",8,3,4,4,4,4,2,4,"24,4,23,19,25","",1,0,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,"20I6sIOMTCkB6w7ryavxtO","G","major","G major",20
"772",119,"Thinking out Loud","Ed Sheeran",25,2,5,5,3,4,4,5,"24,25","",1,1,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,"34gCuhDGsG4bRPIf9bb02f","D","major","D major",27
"773",119,"Happy - From ""Despicable Me 2""","Pharrell Williams",16,3,2,3,3,2,2,4,"23,19","",0,0,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,"5b88tNINg4Q4nrRbrCXUmg","F","minor","F minor",27
"774",119,"Blurred Lines","Robin Thicke�featuring�T.I.�and�Pharrell Williams",16,3,4,3,3,2,3,4,"","Annoyance",1,0,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,"0n4bITAu0Y0nigrz3MFJMb","G","major","G major",27
"775",119,"We Are Young (feat. Janelle Monae)","Fun�featuring�Janelle Mon�e",14,4,3,3,3,2,1,2,"9","Annoyance",1,0,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,"5rgy6ghBq1eRApCkeUdJXf","A#","major","A# major",27
"776",119,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","Pitbull�featuring�Ne-Yo,�Afrojack�and�Nayer",13,2,2,3,4,2,2,1,"4,37","",0,1,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,"4QNpBfC0zvjKqPJcyqBy9W","G#","major","G# major",27
"777",119,"Hey, Soul Sister","Train",13,4,2,3,2,2,2,2,"3","",0,0,0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,"4HlFJV71xXKIGcU3kRyttv","C#","minor","C# minor",27
"778",119,"Just Dance","Lady Gaga�featuring�Colby O'Donis",14,3,4,3,4,2,2,4,"4,19","",0,0,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,"3QuEpyj4kTRWiWuckd1hcK","C#","minor","C# minor",27
"779",119,"Umbrella","Rihanna�featuring�Jay-Z",16,3,2,4,4,2,4,4,"24,4,19","",0,0,0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,"49FYlytm3dAAraYgpoJZux","C#","major","C# major",27
"780",119,"Hips Don't Lie (feat. Wyclef Jean)","Shakira�featuring�Wyclef Jean",10,3,3,4,4,2,3,4,"24,4","",0,0,0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.405,0.758,100.024,"3ZFTkvIE7kyPt6Nu3PEa7V","A#","minor","A# minor",27
"781",120,"Yeah! (feat. Lil Jon & Ludacris)","Usher�featuring�Lil Jon�and�Ludacris",16,3,4,3,4,2,1,2,"23,19,32,8,6","feeling like being in the wrong place",0,0,0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,"5rb9QrpfcKFHM1EUbSIurX","D","major","D major",35
"782",120,"Maria Maria - Radio Mix","Santana�featuring�The Product G&B",8,3,3,2,2,2,2,1,"9","",0,0,0.778,0.632,2,-5.314,1,0.113,0.0471,0.00336,0.0403,0.657,97.923,"6mowJOVCvHAfAR5gqMBd2Z","D","major","D major",35
"783",120,"No Scrubs","TLC",8,4,4,3,3,2,2,1,"9,14","",1,0,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,"1KGi9sZVMeszgZOWivFpxs","G#","minor","G# minor",35
"784",120,"You're Still The One","Shania Twain",13,3,4,4,3,2,2,1,"24,32","",0,0,0.585,0.494,3,-8.751,1,0.0353,0.363,0,0.0886,0.634,133.822,"1wb4P4F0sxAQ2KXrRvsx6n","D#","major","D# major",35
"785",121,"STAY (with Justin Bieber)","The Kid Laroi�and�Justin Bieber",18,4,3,3,4,1,1,4,"24,4","",1,0,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,"5HCyWlXZPP0y6Gqq8TgA20","C#","major","C# major",19
"786",121,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd�and�Ariana Grande",19,4,1,3,2,1,1,1,"11","",0,0,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,"37BZB0z9T8Xu7U3e65qxFy","C","major","C major",19
"787",121,"The Box","Roddy Ricch",16,2,6,2,3,2,1,4,"9","",1,1,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,"0nbXyq5TXYPCO7pr3N8S4I","A#","minor","A# minor",19
"788",121,"bad guy","Billie Eilish",18,2,5,2,3,1,1,1,"3,9","",1,1,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,"2Fxmhks0bxGSBdJ92vM42m","G","major","G major",19
"789",121,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha�featuring�Florida Georgia Line",16,4,5,2,2,1,1,1,"9,15,14","",1,0,0.643,0.783,10,-6.458,1,0.0856,0.047,0,0.083,0.579,154.084,"7iDa6hUg2VgEL1o1HjmfBn","A#","major","A# major",19
"790",121,"Despacito - Remix","Luis Fonsi�and�Daddy Yankee�featuring�Justin Bieber",12,2,7,5,4,2,1,4,"24,4","",1,1,0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178.085,"6rPO02ozF3bM7NnOV4h6s2","D","major","D major",19
"791",121,"Stressed Out","Twenty One Pilots",15,4,3,2,2,1,1,3,"15","",1,0,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,"3CRDbSIZ4r5MsZ0YwxuEkn","E","minor","E minor",19
"792",121,"Trap Queen","Fetty Wap",18,2,7,4,5,1,1,5,"19","",1,1,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,"4AtfPLLTc3Pi1eP6mXGej8","G","major","G major",19
"793",121,"All of Me","John Legend",16,2,7,5,1,4,5,5,"24,2,10,12","love",1,1,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,"3U4isOIWM3VvDubwSI3y7a","G#","major","G# major",19
"794",121,"Radioactive","Imagine Dragons",13,4,3,2,3,1,1,3,"15","",1,0,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,"4G8gkOterJn0Ywt6uhqbhp","A","major","A major",19
"795",122,"Thinking out Loud","Ed Sheeran",17,4,1,3,2,1,1,2,"24,2,4,23","",1,0,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,"34gCuhDGsG4bRPIf9bb02f","D","major","D major",27
"796",122,"Fancy","Iggy Azalea�featuring�Charli XCX",18,4,1,3,2,1,1,2,"9","",1,0,0.912,0.716,10,-4.141,0,0.0697,0.0904,0,0.0491,0.377,94.981,"3W3KtDwAIg3mAruSpnfG3Q","A#","minor","A# minor",27
"797",122,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis�featuring�Ray Dalton",17,4,1,3,1,1,1,1,"23","",0,0,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,"3bidbhpOYeV4knp8AIu8Xn","D","major","D major",27
"798",122,"Lights - Single Version","Ellie Goulding",17,3,4,4,4,4,3,2,"1,3,24,2,4,23,6","",0,0,0.68,0.799,8,-5.805,0,0.0347,0.0323,0.0459,0.123,0.744,120.031,"2QwG0flKv1wq9fyvfsMD9C","G#","minor","G# minor",27
"799",122,"Rolling in the Deep","Adele",16,4,1,4,4,2,1,4,"24,4","",0,0,0.729,0.756,8,-5.119,1,0.0294,0.131,0,0.0527,0.522,104.945,"1CkvWZme3pRgbzaxZnTl5X","G#","major","G# major",27
"800",122,"Need You Now","Lady Antebellum",16,4,1,3,3,1,1,3,"3,4,34,23","",1,0,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,"11EX5yhxr9Ihl3IN1asrfK","E","major","E major",27
"801",122,"Just Dance","Lady Gaga�featuring�Colby O'Donis",16,3,4,4,2,3,2,3,"3,24,25","",1,0,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,"3QuEpyj4kTRWiWuckd1hcK","C#","minor","C# minor",27
"802",122,"Irreplaceable","Beyonc�",16,4,1,4,3,1,1,3,"3,24,4,23","",1,0,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,"6RX5iL93VZ5fKmyvNXvF1r","G","minor","G minor",27
"803",122,"We Belong Together","Mariah Carey",16,3,3,4,3,2,1,1,"3,23","",0,0,0.837,0.462,0,-7.89,1,0.0601,0.0339,0,0.09,0.762,139.986,"3LmvfNUQtglbTrydsdIqFU","C","major","C major",27
"804",123,"It Must Have Been Love - From the Film ""Pretty Woman""","Roxette",20,2,5,1,1,2,3,2,"6,5,33,14","",0,1,0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,"0U0mMRtYifdTaRltbemBee","F","major","F major",51
"805",123,"My Prerogative","Bobby Brown",30,2,3,4,4,2,2,1,"23","",0,1,0.762,0.625,9,-10.481,1,0.0562,0.0655,0,0.252,0.696,110.163,"0v9kGNjkKdQUdDoBIuiph4","A","major","A major",51
"806",123,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)","Dionne and Friends (Dionne Warwick,�Gladys Knight,�Elton John�and�Stevie Wonder)",13,4,4,4,4,3,1,1,"33","",0,0,0.673,0.286,8,-14.643,1,0.0313,0.294,0,0.086,0.199,120.117,"1cOj24fUMnBSXhtp7waHVW","G#","major","G# major",51
"807",123,"Like a Virgin","Madonna",15,3,7,5,5,1,4,4,"34,38,23,19,25","",1,0,0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,"1ZPlNanZsJSPK5h9YZZFbZ","D#","minor","D# minor",51
"808",123,"Ebony And Ivory - Remixed 2015","Paul McCartney�and�Stevie Wonder",10,2,4,4,4,3,2,3,"24,10","",1,1,0.567,0.692,4,-7.881,1,0.0379,0.0784,0,0.0338,0.708,160.697,"3fVSMbeq8tY3G85yxcJwRU","E","major","E major",51
"809",124,"Sweet Child O' Mine","Guns N' Roses",16,3,2,4,3,3,2,3,"3,4,25","",1,0,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,"7snQQk1zcKl8gZ92AnueZW","F#","major","F# major",54
"810",124,"Walk Like an Egyptian","The Bangles",28,2,5,4,4,3,2,4,"1,7,24,4,34,23","",1,1,0.724,0.891,11,-7.818,1,0.0995,0.00344,4.72e-05,0.3,0.818,103.022,"1Jwc3ODLQxtbnS8M9TflSP","B","major","B major",54
"811",124,"Careless Whisper","George Michael",27,2,3,2,3,2,2,5,"3,34,26,11,37","",1,1,0.574,0.628,2,-8.815,0,0.036,0.13,0,0.271,0.803,153.119,"4jDmJ51x1o9NZB5Nxxc7gY","D","minor","D minor",54
"812",124,"Beat It","Michael Jackson",20,3,5,4,3,3,2,2,"1,7,4,23,19,25","",1,0,0.776,0.711,3,-9.03,0,0.0473,0.0242,0.000353,0.234,0.901,138.728,"3BovdzfaX4jb5KFQwoPfAw","D#","minor","D# minor",54
"813",124,"I Love Rock 'N Roll","Joan Jett & The Blackhearts",15,3,6,5,5,3,4,4,"1,3,24,2,4,34,32,35","",1,0,0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,"2Cdvbe2G4hZsnhNMKyGrie","E","major","E major",54
"814",124,"Another Brick in the Wall, Pt. 2","Pink Floyd",15,2,6,3,3,3,2,2,"3,4,10,25,9","",1,1,0.704,0.319,0,-18.099,1,0.0395,0.0655,0.00235,0.151,0.69,104.516,"09BINxFxiDeywjfC39nRFi","C","major","C major",54
"817",125,"Faith - Remastered","George Michael",18,3,7,4,4,4,5,1,"24,26,23,19,8,6","",1,0,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,"0HEmnAUT8PHznIAAmVXqFJ","B","major","B major",54
"818",125,"On My Own","Patti LaBelle�and�Michael McDonald",15,3,4,2,2,3,2,4,"25,32,8,6,14","Panic not being picked for a slow dance",0,0,0.612,0.471,7,-11.091,0,0.0259,0.207,0.000101,0.22,0.486,92.077,"5lQyKTM5MZsrObdRbIjJv4","G","minor","G minor",54
"819",125,"Like a Virgin","Madonna",14,3,6,4,5,4,3,4,"24,4,34,19,25","",1,0,0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,"1ZPlNanZsJSPK5h9YZZFbZ","D#","minor","D# minor",54
"820",125,"Ebony And Ivory - Remixed 2015","Paul McCartney�and�Stevie Wonder",11,2,3,3,2,5,2,2,"4,26,36","",0,1,0.567,0.692,4,-7.881,1,0.0379,0.0784,0,0.0338,0.708,160.697,"3fVSMbeq8tY3G85yxcJwRU","E","major","E major",54
"821",125,"Le Freak - 2018 Remaster","Chic",8,3,6,4,5,4,5,5,"24,34,26,19,25","Happy",0,0,0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,"7Kszjzps0xbQXyo1pO4KfE","G","major","G major",54
"822",126,"Bette Davis Eyes","Kim Carnes",19,3,7,5,5,3,4,5,"24,4,34,23,19,25,35,36","",1,0,0.675,0.649,5,-10.271,1,0.0319,0.0204,0,0.0959,0.596,116.624,"0odIT9B9BvOCnXfS0e4lB5","F","major","F major",61
"823",126,"Da Ya Think I'm Sexy?","Rod Stewart",19,2,5,4,4,4,4,5,"34,26,23,32","",1,1,0.715,0.689,2,-8.065,0,0.029,0.0143,0.000192,0.111,0.852,111.504,"4z7maGZkAonDlXlwo8q69f","D","minor","D minor",61
"824",126,"Stayin' Alive","Bee Gees",15,3,7,5,5,4,5,5,"24,38,26,23,19,25,32","",1,0,0.699,0.607,10,-15.293,0,0.0353,0.103,0.000629,0.236,0.958,103.612,"13SpmZVSu9m6SmsQuCYpF3","A#","minor","A# minor",61
"825",126,"My Eyes Adored You","Frankie Valli",16,3,7,5,5,4,5,5,"24,2,19,25,21,33","",1,0,0.778,0.307,10,-9.356,1,0.0341,0.892,0.000287,0.0985,0.699,92.299,"2SVW5774QbmEjWfbHOEnz3","A#","major","A# major",61
"826",126,"Tie a Yellow Ribbon Round the Ole Oak Tree","Tony Orlando and Dawn",11,3,7,5,5,5,4,5,"24,26,23,33","",1,0,0.776,0.794,6,-7.722,1,0.0723,0.133,2.35e-05,0.689,0.845,109.277,"0xqb2Euq1PAxKHBA36NUnx","F#","major","F# major",61
"827",126,"American Pie","Don McLean",14,3,6,5,4,4,4,5,"24,34,23,25","",1,0,0.557,0.527,8,-6.216,0,0.034,0.632,0.000194,0.149,0.595,171.836,"0s9r5xD7C1M57ItFn9STIN","G#","minor","G# minor",61
"828",126,"How Can You Mend a Broken Heart","Bee Gees",16,4,3,3,3,2,2,3,"34,23","",1,0,0.563,0.501,0,-12.363,1,0.0548,0.288,0,0.273,0.913,100.499,"1BphrvqrOj0y8C0umSSrCP","C","major","C major",61
"829",127,"Party Rock Anthem","LMFAO�featuring�Lauren Bennett�and�GoonRock",21,4,5,3,5,1,2,5,"19,13,11","",1,0,0.75,0.727,5,-4.21,0,0.142,0.0189,0,0.266,0.359,129.993,"0IkKz2J93C94Ei4BvDop7P","F","minor","F minor",31
"830",127,"No One","Alicia Keys",15,4,5,4,3,2,4,3,"1,4,26,25,16","",0,0,0.641,0.552,1,-5.423,0,0.0283,0.027,4.63e-06,0.148,0.152,90.098,"4ZoffM8qkSNg9uwLq3DQY7","C#","minor","C# minor",31
"831",127,"Umbrella","Rihanna�featuring�Jay-Z",18,3,4,3,3,3,3,3,"7,25,37","",1,0,0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,"49FYlytm3dAAraYgpoJZux","C#","major","C# major",31
"832",127,"Promiscuous","Nelly Furtado�featuring�Timbaland",14,3,5,3,5,2,2,5,"25,18,20,6","",0,0,0.815,0.974,10,-6.065,0,0.0474,0.0465,5.48e-05,0.132,0.873,114.302,"78WGVLH0KKKzsWPwccEXjz","A#","minor","A# minor",31
"833",127,"Hollaback Girl","Gwen Stefani",12,3,6,3,3,2,3,3,"23,19,25,27","",1,0,0.918,0.918,10,-2.218,0,0.0954,0.344,5.35e-06,0.0243,0.882,110.024,"6RcQOut9fWL6FSqeIr5M1r","A#","minor","A# minor",31
"834",127,"Get Busy","Sean Paul",17,3,5,3,3,1,1,5,"8,9,15,5,12","",1,0,0.735,0.824,10,-4.143,0,0.036,0.615,0,0.158,0.726,100.202,"5qTvkDrSfvwDv6RBjjcfQr","A#","minor","A# minor",31
"835",127,"Wherever You Will Go","The Calling",19,4,2,3,4,1,2,3,"24,19,25","",1,0,0.558,0.719,2,-5.113,1,0.0267,0.0367,0,0.115,0.371,112.027,"5QpaGzWp0hwB5faV8dkbAz","D","major","D major",31
"836",128,"I Will Always Love You","Whitney Houston",18,3,6,4,3,2,2,1,"25","Happy ",1,0,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,"4eHbdreAnSOrDDsFfc4Fpm","E","major","E major",48
"837",128,"Baby Got Back","Sir Mix-a-Lot",30,4,6,4,4,2,1,2,"4,25","",1,0,0.933,0.664,1,-11.281,1,0.311,0.00471,0,0.0908,0.616,128.467,"7MCNnnmwm7TXMh7xyNGohi","C#","major","C# major",48
"838",128,"Nothing Compares 2 U","Sin�ad O'Connor",15,3,4,4,3,2,2,3,"25,33","",1,0,0.511,0.574,5,-7.016,1,0.0273,0.0425,2.33e-05,0.105,0.161,119.917,"064ZylFGeddMC08XdMoNyj","F","major","F major",48
"839",128,"Sweet Child O' Mine","Guns N' Roses",43,3,5,4,4,2,3,4,"24,2,26,19,25","",1,0,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,"7snQQk1zcKl8gZ92AnueZW","F#","major","F# major",48
"840",128,"Say You, Say Me","Lionel Richie",33,2,4,4,4,4,2,4,"24,4,26,25","",1,1,0.625,0.497,8,-8.005,1,0.0281,0.324,0,0.0542,0.241,128.084,"36W7sqM1qkSJArXhlVMWAi","G#","major","G# major",48
"843",130,"Hips Don't Lie (feat. Wyclef Jean)","Shakira�featuring�Wyclef Jean",30,4,7,3,3,3,1,1,"","",1,0,0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.405,0.758,100.024,"3ZFTkvIE7kyPt6Nu3PEa7V","A#","minor","A# minor",36
"844",130,"This Love","Maroon 5",22,3,4,3,4,1,1,1,"34","",1,0,0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,"6YgV0EF8xJMZz0Zm6BTaT4","F","minor","F minor",36
"845",130,"Fallin'","Alicia Keys",24,2,6,4,4,2,1,3,"23,37","",0,1,0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,"0KQx6HOpJueiSkztcS0r7D","B","minor","B minor",36
"846",130,"I Wanna Know","Joe",34,2,6,2,3,3,2,4,"8,11,21,6,36","",0,1,0.724,0.485,6,-5.919,1,0.0376,0.256,1.35e-05,0.416,0.581,136.057,"6ctr1K7KzKErxbfGAynL8A","F#","major","F# major",36
"847",131,"Since U Been Gone","Kelly Clarkson",17,3,4,5,5,3,2,2,"34,23,16","",0,0,0.664,0.741,0,-5.391,1,0.0343,0.00169,0.0502,0.113,0.409,131.006,"3iJTbZDSnZ676y5qObWDm0","C","major","C major",36
"848",131,"Wherever You Will Go","The Calling",16,3,5,5,4,1,3,3,"2,32","Love",0,0,0.558,0.719,2,-5.113,1,0.0267,0.0367,0,0.115,0.371,112.027,"5QpaGzWp0hwB5faV8dkbAz","D","major","D major",36
"849",131,"Maria Maria - Radio Mix","Santana�featuring�The Product G&B",14,3,5,3,3,3,1,1,"24,5,14","",0,0,0.778,0.632,2,-5.314,1,0.113,0.0471,0.00336,0.0403,0.657,97.923,"6mowJOVCvHAfAR5gqMBd2Z","D","major","D major",36
"850",131,"Un-Break My Heart","Toni Braxton",15,4,3,3,1,2,1,1,"","",0,0,0.625,0.426,2,-8.4,0,0.0271,0.412,0,0.116,0.112,110.021,"5Ihd9HrPvOADyVoonH9ZjB","D","minor","D minor",36
"851",132,"How You Remind Me","Nickelback",16,3,3,3,3,2,1,1,"8","",0,0,0.446,0.764,10,-5.042,1,0.033,0.00135,0,0.099,0.543,172.094,"0gmbgwZ8iqyMPmXefof8Yf","A#","major","A# major",39
"852",132,"All For You","Janet Jackson",15,3,2,4,4,2,4,2,"24,4,19,25","",0,0,0.776,0.88,2,-4.67,1,0.121,0.0118,0.0295,0.301,0.725,113.503,"4gxKAFgVK5Z6J7HVgC9G0s","D","major","D major",39
"853",132,"No Scrubs","TLC",16,3,4,4,4,3,4,2,"24,2,4,19,12","",0,0,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,"1KGi9sZVMeszgZOWivFpxs","G#","minor","G# minor",39
"854",132,"You're Still The One","Shania Twain",15,3,3,4,3,2,2,2,"24,2,32","",0,0,0.585,0.494,3,-8.751,1,0.0353,0.363,0,0.0886,0.634,133.822,"1wb4P4F0sxAQ2KXrRvsx6n","D#","major","D# major",39
"855",132,"Freak Me","Silk",16,3,5,5,4,2,3,2,"13,32,35","",0,0,0.697,0.608,4,-10.976,0,0.0463,0.0295,0,0.276,0.725,133.879,"5CdJveJgiGXoGwDFqF6afp","E","minor","E minor",39
"856",133,"Bridge Over Troubled Water","Simon & Garfunkel",30,3,7,5,5,1,4,4,"10,25,33,37","",0,0,0.335,0.262,4,-13.832,1,0.0393,0.548,0,0.0971,0.203,68.82,"1jy0RbDHyBMTupSdc98XbG","E","major","E major",72
"857",133,"Sugar, Sugar","The Archies",17,3,7,5,5,1,5,5,"24,4,25","Happiness ",1,0,0.59,0.671,1,-12.484,1,0.154,0.0939,0,0.248,0.736,109.333,"4ZEEcEMGjkWOfZNBcIB9yE","C#","major","C# major",72
"858",133,"Hey Jude","The Beatles",13,3,7,5,5,1,5,5,"24,25,32,33","",0,0,0.807,0.497,7,-10.656,1,0.0297,0.307,0.0327,0.043,0.765,114.524,"4ZVZBc5xvMyV3WzWktn8i7","G","major","G major",72
"859",133,"The Letter","The Box Tops",13,4,7,5,4,3,4,4,"25","",0,0,0.546,0.399,4,-9.378,1,0.027,0.361,3.18e-06,0.0995,0.301,97.142,"0gBFr7N2D1GfhkXIIepIGG","E","major","E major",72
"860",133,"I Can't Help Myself (Sugar Pie Honey Bunch)","Four Tops",18,3,7,5,5,1,5,5,"24,4,19,17,25,32","Happiness",0,0,0.652,0.732,7,-10.55,1,0.0421,0.423,3.09e-06,0.189,0.93,143.219,"2mlYLbSQjh5bdbLeZe3yB1","G","major","G major",72
"861",133,"Hello, Dolly!","Louis Armstrong",15,3,7,5,5,1,5,5,"24,34,10,25","Contentment",0,0,0.391,0.87,7,-5.939,1,0.0437,0.218,0,0.154,0.924,75.546,"3MbjEDPm5qtuJxiC86PWKy","G","major","G major",72
"862",133,"He's So Fine","The Chiffons",10,4,6,4,4,4,4,3,"25","",0,0,0.659,0.66,0,-8.337,1,0.0441,0.627,0.000217,0.136,0.672,116.634,"7GHf8dQ2wA71wYOuRsQCZP","C","major","C major",72
"863",133,"The Stripper","David Rose",18,4,7,4,4,3,3,3,"4,8","",0,0,0.515,0.218,5,-10.071,1,0.0287,0.828,0,0.302,0.534,102.997,"0qYok0f8O5DE8yJSo146dn","F","major","F major",72
"864",133,"Michael","The Highwaymen",10,3,5,4,3,3,2,3,"23,25","",0,0,0.473,0.376,10,-4.723,1,0.0282,0.776,0,0.163,0.538,111.213,"5U2uhwJseYO7eH5nEwPb8z","A#","major","A# major",72
"865",133,"Running Bear","Johnny Preston",9,3,7,5,5,1,5,5,"24,4,25","",0,0,0.497,0.582,7,-8.961,1,0.0339,0.412,0,0.372,0.866,119.808,"1MA9StLzlFftLbuqOmoWij","G","major","G major",72
"866",134,"Don't Start Now","Dua Lipa",22,4,7,5,5,1,2,5,"24","",1,0,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,"6WrI0LAC5M1Rw2MnX2ZvEg","B","minor","B minor",22
"867",134,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X�featuring�Billy Ray Cyrus",21,4,1,3,4,1,1,2,"25","",0,0,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,"6u7jPi22kF8CTQ3rb9DHE7","F#","major","F# major",22
"868",134,"God's Plan","Drake",22,2,3,4,3,1,1,3,"23","",0,1,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,"6DCZcSspjsKoFjzjrWoCdn","G","major","G major",22
"869",134,"All of Me","John Legend",20,2,4,2,2,4,1,1,"8,9","",0,1,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,"3U4isOIWM3VvDubwSI3y7a","G#","major","G# major",22
"870",134,"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis�featuring�Wanz",14,3,3,4,4,4,1,4,"23","",0,0,0.781,0.526,6,-6.985,0,0.293,0.0619,0,0.0457,0.662,94.992,"4YMqbFcDIFiCBd02PzUBcM","F#","minor","F# minor",22
"871",134,"Payphone","Maroon 5�featuring�Wiz Khalifa",12,2,6,4,5,3,3,4,"23,19","",0,1,0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,"1XGmzt0PVuFgQYYnV2It7A","E","major","E major",22
"872",134,"Rolling in the Deep","Adele",12,2,3,5,5,4,2,5,"19","",1,1,0.729,0.756,8,-5.119,1,0.0294,0.131,0,0.0527,0.522,104.945,"1CkvWZme3pRgbzaxZnTl5X","G#","major","G# major",22
"873",134,"California Gurls","Katy Perry�featuring�Snoop Dogg",13,3,5,5,5,4,4,5,"24,4,23,19","",1,0,0.791,0.754,0,-3.729,1,0.0569,0.00446,0,0.163,0.425,125.014,"6tS3XVuOyu10897O3ae7bi","C","major","C major",22
"874",135,"Wooly Bully","Sam the Sham and the Pharaohs",17,4,5,4,4,4,3,4,"1,4,23,25","",1,0,0.622,0.79,3,-3.468,0,0.0322,0.0678,0,0.244,0.73,119.566,"2TARjNaeT3ImhWvSOcDw92","D#","minor","D# minor",72
"875",135,"I Get Around","The Beach Boys",18,3,6,4,4,4,4,4,"24,34,19","",1,0,0.693,0.488,6,-14.338,0,0.0346,0.404,4.72e-06,0.0985,0.97,125.34,"1hzJNnXtVKQ6BVyfDFSk1R","F#","minor","F# minor",72
"876",135,"The End of the World","Skeeter Davis",17,3,6,4,4,4,4,4,"24","",1,0,0.529,0.835,8,-7.368,1,0.0437,0.357,0,0.0718,0.927,159.599,"7wfyjmWXvy38iXUKzXjbzW","G#","major","G# major",72
"878",136,"Love Yourself","Justin Bieber",22,3,7,4,1,3,4,1,"2,34,10,25,27","",1,0,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,"50kpGaPAhYJ3sGmk6vplg0","E","major","E major",23
"879",136,"Thinking out Loud","Ed Sheeran",21,3,7,5,3,5,5,3,"3,24,2,4,34,23,19,10,25,13,32,27","",1,0,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,"34gCuhDGsG4bRPIf9bb02f","D","major","D major",23
